surnames,frequency_first,frequency_second,frequency_both
ALACIO,94,64,..
BRIÑON,94,64,..
CELIA,94,64,..
ACIEGO,94,62,..
MOHAMED LAMIN,94,62,..
MUÑOZ DE LUNA,94,61,..
LAGRESA,94,59,..
GUILANYA,94,58,..
MILANOVA,94,57,..
PROCOPIO,94,57,..
BLEY,94,56,..
DE LEONARDO,94,56,..
GALES,94,55,..
GATTO,94,51,..
ABDERRAMAN,94,49,..
CHUQUIN,94,48,..
ZEROLO,94,48,..
BAILLY,94,47,..
AHMIDOUCH,94,43,5
NABERAN,94,42,..
BLAGOEVA,94,40,..
FRANZ,94,38,..
MARTIN MONTALVO,94,36,..
KIRCHNER,94,35,..
RIZZI,94,35,..
PACE,94,32,..
YAKOUBI,94,32,..
YUSEINOV,94,29,..
EL HAFI,94,28,8
LOUTFI,94,25,..
MAGRINYA,94,24,..
EL MASLOUHI,94,23,..
YOUNIS,94,23,..
CHLOUCHI,94,22,..
DI PIETRO,94,21,..
MESTOUR,94,21,..
JOHNSEN,94,20,..
BOURAHLA,94,18,..
MOUSTARIH,94,18,..
MEJNOUN,94,15,7
GILLESPIE,94,15,..
COSTANTINI,94,14,..
HALE,94,13,..
HATIM,94,13,..
DIOUM,94,10,..
KHAYALI,94,10,..
MARTINESCU,94,9,..
MINASYAN,94,9,..
ANDOR,94,7,..
BENZAR,94,7,..
LUNCA,94,7,..
MARACINE,94,7,..
WOOLLEY,94,7,..
CIOCIRLAN,94,6,..
CIUPITU,94,6,..
NAZARYAN,94,6,..
RUSAN,94,6,..
HLAL,94,5,..
PATRAS,94,5,..
BAIAS,94,..,..
BIRCA,94,..,..
CEBOTARI,94,..,..
CRACEA,94,..,..
STRUGARI,94,..,..
VATAMANU,94,..,..
CULEBRADAS,93,133,..
LOPEZ ASTILLEROS,93,129,5
AUZA,93,125,..
BARRAFON,93,125,..
LUGRIS,93,123,..
AMBULUDI,93,122,..
LAUDO,93,121,..
LORIZ,93,120,..
BOSO,93,118,..
DESIDERIO,93,118,..
DECENA,93,117,..
OLAYO,93,117,..
CABANZON,93,116,..
VEROS,93,112,..
LEFLER,93,110,..
MORERO,93,110,..
POLANIA,93,108,..
ABEJARO,93,107,..
GABAN,93,107,..
LEARTE,93,106,..
MOLIZ,93,106,..
YUGSI,93,104,5
DE LAS MUELAS,93,104,..
LIBOREIRO,93,103,..
AMOREBIETA,93,102,..
BORDEJE,93,101,6
EL BUSTO,93,101,..
ABUJAS,93,100,..
PEREZ HIGUERAS,93,100,..
CELIX,93,99,..
GONJAR,93,98,5
ALIO,93,98,..
ARMELA,93,98,..
FELGUERES,93,98,..
VILLOREJO,93,98,..
PEREZ SEVILLA,93,97,5
MARIÑEZ,93,97,..
MIJAS,93,96,6
CHANDIA,93,96,..
CHUQUIRIMA,93,95,..
ESCAJADILLO,93,95,..
OAR,93,94,5
CIUTAD,93,94,..
CONSTAN,93,93,..
CONEJEROS,93,92,..
CURAY,93,92,..
MAGUIÑA,93,92,..
OMENAT,93,91,..
VINAROZ,93,91,..
CALVO RUBIO,93,90,..
DAROQUI,93,90,..
MIGUELTORENA,93,90,..
SEIZ,93,90,..
TOLIN,93,90,..
DE LOS OJOS,93,89,..
GIFRA,93,89,..
INUNCIAGA,93,89,..
VINATEA,93,89,..
CARIÑANA,93,88,..
TORRENOVA,93,88,..
BEDIAGA,93,87,..
BUCIEGAS,93,87,..
FUENSANTA,93,87,..
ALCORIZA,93,86,..
DIEZ DE RIVERA,93,86,..
DUTOR,93,86,..
FLICH,93,86,..
GONZALEZ DE LA HIGUERA,93,86,..
VILAGUT,93,86,..
DE LA ESPERANZA,93,85,..
MARAÑES,93,85,..
ANCELA,93,84,..
CIREZ,93,84,..
GARFIAS,93,84,..
HUAYTA,93,84,..
PESQUER,93,84,..
ZERON,93,84,..
MALUQUER,93,83,..
POOL,93,83,..
MARTINEZ DE LA HIDALGA,93,82,..
ALQUINGA,93,81,..
MARIEGES,93,81,..
REYMUNDO,93,81,..
ALER,93,80,..
FUENTELSAZ,93,80,..
LARROCHA,93,80,..
AMPURDANES,93,79,..
LUSA,93,79,..
ORIENTE,93,79,..
PLENSA,93,79,..
GISASOLA,93,78,9
BONONATO,93,78,..
BRETCHA,93,78,..
DEUSTO,93,78,..
SEGON,93,78,..
SUNICO,93,78,..
CALLISAYA,93,76,..
MAIDE,93,76,..
SANFELIZ,93,76,..
QUELART,93,75,..
SAN LUCAS,93,75,..
BERNADET,93,74,..
ARBULO,93,73,..
CARABASA,93,73,..
ESPARRELL,93,73,..
LOPEZ GIL,93,73,..
TURUELO,93,73,..
VILLER,93,72,..
ARQUILLOS,93,71,..
MAGUILLO,93,71,..
BRISO MONTIANO,93,70,..
MATUS,93,70,..
RENOBALES,93,70,..
ABRAS,93,69,..
AYGUADE,93,69,..
VAILLANT,93,69,..
BELENCOSO,93,68,..
QUINZA,93,68,..
STOYKOV,93,68,..
BODELO,93,67,..
GILDA,93,67,..
POSAC,93,67,..
REBOUL,93,67,..
MARITXALAR,93,66,..
MERAT,93,66,..
CASSANY,93,65,..
LUJA,93,65,..
RISQUE,93,65,..
SANANTONIO,93,65,..
DE LEMOS,93,64,..
BEATERIO,93,62,..
GANDUXE,93,61,..
LLIMARGAS,93,60,..
GOMEZ CAMINERO,93,59,..
EYRE,93,58,..
GUSTA,93,57,..
RUIZ CABELLO,93,54,..
SALAME,93,54,..
VALKOVA,93,54,..
YANEVA,93,54,..
KRUMOV,93,52,..
YAJAMIN,93,51,..
GERBER,93,45,..
ITO,93,43,..
NGOMO,93,43,..
IRUROZQUI,93,42,..
MAJAITI,93,39,11
HALIL,93,39,..
ZANFAÑO,93,39,..
CHARGUI,93,38,..
FERNANDEZ DE LA PRADILLA,93,38,..
FERNANDEZ LLEBREZ,93,38,..
HILDEBRANDT,93,37,..
AJAYI,93,36,..
EL MAYMOUNI,93,33,..
BOUICH,93,30,5
O'HARA,93,26,..
VOIGT,93,26,..
AMESNAOU,93,25,..
EL GHARIB,93,25,..
MARDI,93,25,..
ADIB,93,24,..
EL KHATTOUTI,93,24,..
BOUHMIDI,93,22,..
CHOUAIB,93,21,..
CROWLEY,93,20,..
KOITA,93,19,..
EL AZMANI,93,18,..
MCKAY,93,18,..
BELASRI,93,17,..
EL GHANI,93,17,..
GRADI,93,16,..
DOUMA,93,15,..
IVOVA,93,15,..
RGUIG,93,15,..
BOUDENE,93,14,..
MUNAWAR,93,14,..
TAOUAF,93,14,..
BOUKHALFA,93,13,..
ALEKSEEVA,93,12,..
EL BAHLOUL,93,11,..
CHADWICK,93,10,..
AGYEI,93,9,..
BERRAD,93,9,..
DJILALI,93,9,..
EATON,93,9,..
AVAGYAN,93,8,..
EL YANDOUZI,93,8,..
BORTA,93,6,..
LEORDEAN,93,6,..
BUMB,93,..,..
COROIAN,93,..,..
HOWARTH,93,..,..
MARGINEANU,93,..,..
TUDORICA,93,..,..
URSAN,93,..,..
VARVARI,93,..,..
ANCHETA,92,150,..
ALECHA,92,149,..
PONTIGO,92,136,..
SANNICOLAS,92,130,..
LAGRANJA,92,126,..
UGART,92,122,..
AYANZ,92,121,..
COCINERO,92,120,..
OLLOQUIEGUI,92,120,..
ESPERALTA,92,119,..
ERGUETA,92,118,..
TOLMO,92,117,..
BUITURON,92,116,..
LOZARES,92,115,..
RIÑONES,92,115,..
FINO,92,113,..
FRIGINAL,92,112,..
BONAVILA,92,111,..
ISTAN,92,111,..
ALEÑAR,92,110,..
ARBUSA,92,109,..
BAUTIS,92,108,..
BOCHO,92,108,..
NIELLA,92,108,..
PUIGNAU,92,108,..
TALLAFET,92,108,..
CAJIDOS,92,106,6
BAILERA,92,106,..
MAGNO,92,106,..
DA CONCEPCION,92,105,..
COCAÑA,92,104,..
SANOU,92,104,..
CARINGAL,92,103,8
NICOLALDE,92,103,..
PERNAUTE,92,103,..
KHEMLANI,92,102,37
BRUGUERAS,92,102,..
LIROZ,92,102,..
BERCERUELO,92,101,..
TRAVEZ,92,101,..
YAURI,92,101,..
RODRIGUEZ PALANCAS,92,100,..
MADRERO,92,99,..
PENON,92,99,..
VINGUT,92,98,6
VILERT,92,98,..
ARREAL,92,97,..
PAILLACHO,92,97,..
TEJAS,92,97,..
ZUBIKARAI,92,97,..
ORNAQUE,92,96,..
ALMENDAREZ,92,95,..
DE FIGUEIREDO,92,95,..
MARTINEZ SANTOS,92,94,..
SALMONTE,92,94,..
UROS,92,94,..
AYNETO,92,93,..
DE LEMUS,92,93,..
PERACHO,92,93,..
BIURRARENA,92,92,..
FALCATO,92,92,..
HERRADURA,92,92,..
LOVA,92,92,..
ALCAIRE,92,91,..
SARDUY,92,90,..
ARANSOLO,92,89,..
BURDASPAR,92,89,..
SENSAT,92,89,..
ELEJAGA,92,88,..
HARINERO,92,88,..
MAMAJON,92,88,..
MONJON,92,88,..
ROBINA,92,88,..
SAEZ DE BURUAGA,92,88,..
SOBREVELA,92,88,..
AGRELA,92,87,..
LINIO,92,86,..
ARREITUNANDIA,92,85,..
OROZKO,92,85,..
VALDUVIECO,92,85,..
VOLQUEZ,92,85,..
ARNAUDAS,92,84,..
ASTORKIA,92,84,..
MENDIKUTE,92,84,..
DELCLAUX,92,83,..
GONDAL,92,83,..
VIÑAL,92,83,..
ZURIGUEL,92,83,..
HUGO,92,82,..
SANGUINETTI,92,82,..
DURALL,92,81,..
PADRISA,92,81,..
TOMERO,92,81,..
LARRAKOETXEA,92,80,..
PULPEIRO,92,80,..
AFUERA,92,79,..
BARDELAS,92,79,..
BEÑARAN,92,79,..
ESPADALER,92,79,..
CHIES,92,78,..
NADEU,92,78,..
CUQUET,92,77,..
LODOSO,92,77,..
SANTED,92,77,..
FIALHO,92,76,..
ITURRICHA,92,76,..
LINZOAIN,92,76,..
MARTINEZ DE ARENAZA,92,76,..
GANTXEGI,92,74,..
PACH,92,74,..
ARAMBULO,92,73,..
BRUSAU,92,73,..
CUNTIN,92,73,..
FERNANDEZ CHECA,92,73,..
GONZALEZ DE LA RUBIA,92,73,..
BUZZIAN,92,72,..
DAVESA,92,72,..
NASCIMIENTO,92,70,..
SABEL,92,70,..
TAJAHUERCE,92,70,..
MAORTUA,92,69,..
PETRONILA,92,69,..
BISCARRI,92,68,..
CRESTELO,92,68,..
PALAVECINO,92,68,..
ABREGU,92,67,..
HEIS,92,67,..
BELENDA,92,65,..
DEDEU,92,65,..
LAMSFUS,92,64,5
ARROITAJAUREGUI,92,64,..
CATALDO,92,64,..
GARCIA CUERVA,92,64,..
MARTINEZ AVIAL,92,64,..
AMONARRIZ,92,63,..
GARCIA ARGUDO,92,63,..
MARTINEZ CAMPOS,92,63,..
PUIGDENGOLAS,92,62,..
URIONAGUENA,92,61,8
BIONDI,92,61,..
FIRMINO,92,61,..
ULIARTE,92,59,..
HERNANDEZ GIL,92,58,..
FORRELLAT,92,55,..
TAKKAL,92,55,..
CALAPIÑA,92,53,5
APERRIBAI,92,52,..
URROSOLO,92,52,..
ABDELHADI,92,50,..
ABENGOZA,92,50,..
NANDWANI,92,49,28
GUAL DE TORRELLA,92,49,..
HORMAETXE,92,48,..
GHALI,92,44,..
DAHI,92,41,..
BULDON,92,39,..
FRANCHI,92,36,..
GENCHEV,92,36,..
BOUZIT,92,35,..
WILHELM,92,33,..
AGHO,92,32,..
MILCHEV,92,32,..
EL FTOUH,92,31,..
NICHOLAS,92,30,..
CHEDDADI,92,29,..
DI LORENZO,92,29,..
VOSS,92,29,..
UGIAGBE,92,28,..
BENNOUIS,92,26,7
AGYEMANG,92,26,6
BOUKAR,92,26,..
JAHN,92,25,..
OLAH,92,21,..
ROPER,92,21,..
HAMHAM,92,20,..
COSTELLO,92,19,..
ARAMA,92,18,..
AZARFANE,92,18,..
DOWLING,92,18,..
IGBINOVIA,92,17,..
EL BOUHSSINI,92,16,..
EL KALLALI,92,16,..
OUAICH,92,16,..
CAVALLARO,92,15,..
HENDRIKS,92,15,..
SAINI,92,14,..
AKRIKEZ,92,13,..
DIAKHABY,92,13,..
GRIGORIU,92,12,..
BRETT,92,11,..
DETESAN,92,11,..
HILLS,92,11,..
MACLEAN,92,11,..
REEVE,92,10,..
ZOTA,92,10,..
MAQSOOD,92,9,..
AMZA,92,8,..
CARSTEA,92,8,..
MOROIANU,92,8,..
ZAOUAGHI,92,8,..
COLOMPAR,92,6,..
PRISECARU,92,6,..
STAFFORD,92,6,..
BIRCEA,92,5,..
FELEA,92,5,..
BIZAU,92,..,..
CORDUNEANU,92,..,..
CRET,92,..,..
FAT,92,..,..
FLORICA,92,..,..
FOTA,92,..,..
GLODEANU,92,..,..
ILENI,92,..,..
NOMOKO,92,..,..
STOLERU,92,..,..
TEGLAS,92,..,..
DE SANTANA,91,171,..
VERDUCH,91,170,..
ANCOS,91,147,..
BORROY,91,143,..
GREGORIS,91,139,..
BALSEBRE,91,133,..
DE ABIA,91,131,..
ACEA,91,129,..
GUARANDA,91,127,..
PEREPEREZ,91,125,..
BRUNES,91,123,..
MATAMALES,91,121,..
SOMBRERO,91,120,..
SANTAOLAYA,91,115,..
CALE,91,114,..
DIAZ JORGE,91,112,..
MEÑO,91,112,..
GOCHI,91,111,..
GARANGOU,91,110,..
URIONABARRENETXEA,91,110,..
ALBAL,91,109,..
DIAZ VIZCAINO,91,108,..
AZKOITIA,91,107,..
ALVERCA,91,106,6
CHEZA,91,106,..
COTANILLA,91,106,..
ESTRACH,91,104,..
RAN,91,103,..
MATAMORO,91,102,..
OJOPI,91,102,..
LLUELLES,91,101,..
SAERA,91,101,..
AGORRIA,91,100,..
DALFO,91,100,..
GUITARD,91,100,..
MAYALS,91,100,..
CARGUA,91,99,5
MARQUE,91,98,..
OBLITAS,91,98,..
ARGANY,91,96,..
DE MELLO,91,96,..
DOUTON,91,96,..
SANTALLUSIA,91,96,..
BIFET,91,95,..
LIMES,91,95,..
FONTELO,91,94,..
ALEIXO,91,93,..
CHINCHAY,91,92,..
VIOLAT,91,92,..
SEAS,91,91,..
SEMPERENA,91,91,..
CASITAS,91,89,..
CORRALERO,91,89,..
WILCHES,91,89,..
GERMES,91,88,..
GINJAUME,91,88,..
LUQUE ROMERO,91,88,..
JABARES,91,87,..
LLUSSA,91,87,..
FORCE,91,86,..
LONGAN,91,85,..
AZKOAGA,91,84,..
BALBIS,91,84,..
OLOMBRADA,91,84,..
INGERTO,91,83,..
GRAFIA,91,81,..
LLAGARIA,91,81,..
MONMANY,91,81,..
NONDEDEU,91,81,..
VILOUTA,91,81,..
REÑON,91,80,8
BUENROSTRO,91,80,..
MILLANO,91,80,..
CASALPRIM,91,79,..
ALDAYTURRIAGA,91,78,..
ETURA,91,78,..
FISICA,91,77,..
GEREMIAS,91,77,..
MALCORRA,91,77,..
GONZALEZ LLANOS,91,76,..
TARES,91,76,..
FAGUNDES,91,75,..
REAL DE ASUA,91,75,..
FURNIET,91,74,..
SASIAN,91,74,..
TENDILLO,91,74,..
MAÑU,91,73,..
PINI,91,73,..
GENOV,91,72,5
SINERA,91,71,23
ESPIGULE,91,70,..
MARTIN MATEOS,91,70,..
REY DE VIÑAS,91,70,..
BOTELLERO,91,69,..
GRIFE,91,69,..
MORAZ,91,69,..
BAIGORRIA,91,68,..
CENDEJAS,91,67,..
FRANCHO,91,67,..
LASSA,91,67,..
SALVE,91,67,..
GOMEZ ESPINOSA,91,65,..
MERCADILLO,91,65,..
NAHON,91,64,..
AGOSTINHO,91,63,..
DINEV,91,62,5
ADSERA,91,62,..
BURDEOS,91,62,..
MEAZA,91,62,..
CORRETJA,91,60,..
MEHAMED,91,60,..
AGIRREZABALAGA,91,59,..
BORDELL,91,58,..
GONZALEZ POSADA,91,58,..
CLANCHET,91,57,..
GARCIA VILLALBA,91,56,..
NUÑEZ DE PRADO,91,56,..
GALLINAS,91,55,..
BULA,91,52,..
FURRIOLS,91,52,..
HAUT,91,51,..
GOTSENS,91,44,..
PERVEEN,91,43,..
SEGHIR,91,39,..
SULEIMAN,91,38,..
VELICHKOVA,91,38,..
YUSUF,91,37,..
BIGERIEGO,91,36,..
HAMOUDI,91,36,..
EL BOUTAYBI,91,34,..
ADLER,91,33,..
DI CARLO,91,33,..
MARONG,91,32,..
MOLINELLI,91,32,..
FRANCOIS,91,31,..
AIDI,91,29,7
NAPOLITANO,91,29,..
BEN DRISS,91,28,..
JEDDI,91,26,8
STEPHEN,91,26,..
KARBOUB,91,23,..
EL HOUSNI,91,22,..
DORE,91,21,..
KHELIFI,91,21,..
MOROZOV,91,21,..
LARABI,91,20,..
TANAKA,91,20,..
BOTAN,91,19,..
EL HARIRI,91,19,..
BELKHIRI,91,18,..
KRAFT,91,18,..
EL GHOUCH,91,17,5
EL MHAMDI,91,17,..
HARROU,91,17,..
SERBOUTI,91,17,..
ASATRYAN,91,16,..
BOUTOUIL,91,16,..
BELLAHCEN,91,15,..
ARGUIG,91,14,..
MAAZOUZI,91,14,..
MOUNTASSIR,91,14,..
JALTI,91,13,..
KHALFAOUI,91,13,..
TYLER,91,13,..
BAYOUD,91,12,..
LADIANE,91,11,..
EL BARNI,91,10,..
ERRAHMANI,91,10,..
KARIOUH,91,10,..
ARNAUTU,91,9,..
BORODI,91,9,..
HSAINI,91,9,..
SHAFIQUE,91,9,..
STREET,91,9,..
SUTCLIFFE,91,9,..
MCMAHON,91,8,..
MEDDICH,91,8,..
RADFORD,91,8,..
ROMANIV,91,8,..
BENEA,91,6,..
STEEL,91,6,..
PANG,91,5,..
TOMUTA,91,5,..
BAJENARU,91,..,..
BOLDOR,91,..,..
CUCICEA,91,..,..
EL BEY,91,..,..
LAZEA,91,..,..
LINCA,91,..,..
MIHAIU,91,..,..
ROTELLAR,90,139,..
QUERALTA,90,130,..
RIÑON,90,125,..
ILARRI,90,121,..
BOISO,90,120,..
IÑURRITEGUI,90,119,..
ORUNA,90,119,..
SENZ,90,118,..
ARANJUELO,90,115,..
ROSINGANA,90,115,..
MARTUL,90,114,9
GELDE,90,114,..
LOPEZ SEPULVEDA,90,114,..
BALET,90,113,..
ORTUOSTE,90,110,..
PELEGAY,90,110,..
RUIZ DE PASCUAL,90,110,..
MURU,90,109,..
PANDAL,90,108,5
JACHO,90,108,..
DE ARRIBAS,90,105,..
CERVELLERA,90,103,..
PORRIÑO,90,103,..
PATAO,90,102,..
BOCH,90,101,..
FAGEDA,90,101,..
GARCIA LOMAS,90,101,..
JANICES,90,101,..
REGAJO,90,101,..
REOS,90,100,..
CHUPS,90,99,..
USUNARIZ,90,99,..
AULES,90,98,5
SEQUEROS,90,97,..
LARRAGUETA,90,96,..
ALIACAR,90,95,..
GALLOSTRA,90,95,..
BERRETEAGA,90,94,..
OLARAN,90,94,..
SANCHEZ DE MOLINA,90,94,..
USAOLA,90,94,..
DIAZ JIMENEZ,90,93,..
MESSA,90,93,..
MOMO,90,93,..
MUNITIZ,90,93,..
BENDOIRO,90,92,..
GALLINAR,90,92,..
MULEIRO,90,92,..
ADUNA,90,91,..
SANTA CECILIA,90,91,..
ANCHO,90,90,..
ANGOSO,90,90,..
GALLARTE,90,90,..
NEMIÑA,90,90,..
SUSAVILA,90,90,..
TINAUT,90,89,6
ALDEHUELO,90,89,..
ARRO,90,89,..
CATAFAL,90,88,..
YEDRO,90,88,..
BARRIA,90,87,..
REBOLA,90,86,..
SORLOZANO,90,86,..
COITO,90,85,..
DEL SASTRE,90,85,..
SAFON,90,85,..
TEMEZ,90,85,..
ASPIZUA,90,84,..
CACHARRO,90,84,..
GUTES,90,84,..
MARUGAL,90,84,..
OSONA,90,84,..
MANCERO,90,83,..
OLAGARAY,90,83,..
OLAZARAN,90,83,..
USUBIAGA,90,83,..
VIOLAN,90,83,..
ELHOMBRE,90,82,..
FONCUEVA,90,82,..
TRESCOLI,90,82,..
AZKARGORTA,90,81,..
BOJADOS,90,81,..
BULLO,90,81,..
CARAMANZANA,90,81,..
FRANCOLI,90,81,..
PEROPADRE,90,81,..
PUIGDEFABREGAS,90,81,..
SORONELLAS,90,81,..
PESOA,90,80,..
SARQUELLA,90,80,..
BALVIS,90,79,..
BELAZA,90,79,..
CAMBAS,90,79,..
PEDRIANES,90,79,..
SARITAMA,90,78,6
AGUASCA,90,78,..
BAREÑO,90,78,..
ELCARTE,90,77,..
GONSALVES,90,77,..
LAFORA,90,77,..
ANDERO,90,76,..
BUERIBERI,90,76,..
COLECHA,90,76,..
DE TOVAR,90,76,..
ALCUAZ,90,75,6
BOQUET,90,75,..
CHELE,90,75,..
GOMEZ AREVALILLO,90,75,..
AGUILON,90,73,..
ETXENIKE,90,73,..
PEÑATARO,90,73,..
PRIMOY,90,73,..
REBELLA,90,73,..
DADLANI,90,72,26
EZKURDIA,90,72,..
LEBRIJO,90,72,..
MENINO,90,72,..
ALABANDA,90,71,..
CAPATAZ,90,71,..
MORENO DE LA SANTA,90,71,..
ALTIER,90,70,..
CARRICOBA,90,70,..
RUIZ DE VIÑASPRE,90,70,..
CANDEAS,90,69,..
IRIZO,90,69,..
MARCALLA,90,69,..
MOUTON,90,69,..
UYANA,90,69,..
ALVAREZ CIENFUEGOS,90,68,..
SIERO,90,68,..
ARZO,90,67,..
FERNANDEZ SALINERO,90,67,..
VEGUER,90,67,..
VIOL,90,67,..
DONCHEVA,90,65,..
PACIENCIA,90,65,..
PALANCARES,90,65,..
PIMAS,90,65,..
GIL BERMEJO,90,64,..
BERZAS,90,63,..
JORI,90,63,..
BRULLET,90,62,..
AINZUA,90,61,..
RUIZ DE OÑA,90,61,..
FERNANDEZ HENAREJOS,90,60,..
COZA,90,59,..
MEDIE,90,59,..
CANONICO,90,58,..
OLAZIREGI,90,58,..
DELMONTE,90,57,..
MOGO,90,57,..
MONTESEIRIN,90,56,..
BUYEMA,90,55,..
MONTANOS,90,55,..
BIBANG,90,54,..
PUIG DE LA BELLACASA,90,54,..
MARTINEZ DE LAGOS,90,53,..
GORGA,90,52,..
SEVER,90,50,..
BITAR,90,48,..
CAÑIGRAL,90,48,..
IBAÑEZ DE ALDECOA,90,48,..
JEAN,90,48,..
POUGET,90,48,..
YUSTY,90,47,..
WAGENER,90,45,..
BREGEL,90,39,..
TSANKOV,90,38,..
KATZ,90,37,..
BLAGOEV,90,36,..
LEONI,90,36,..
LAMBERTI,90,35,..
EL JARROUDI,90,33,11
BOUHAJA,90,28,6
GUERROUJ,90,28,..
EL AIDI,90,26,..
LABROUZI,90,25,..
RGUIGUE,90,23,6
BUCHANAN,90,22,..
EZZINE,90,20,..
CAIN,90,19,..
LAACHIR,90,19,..
O'LEARY,90,18,..
ZAJAC,90,17,..
BAGHDAD,90,16,..
KHAYI,90,15,..
MORCHID,90,15,..
BALAJ,90,14,..
EL MOUHIB,90,14,..
KOZLOWSKI,90,13,..
SAIF,90,13,..
BOLOCAN,90,12,..
KALU,90,12,..
EL HAFIDI,90,11,..
DAVENPORT,90,10,..
CANNON,90,9,..
SZUCS,90,9,..
MCMILLAN,90,8,..
VICKERS,90,8,..
GRADINARIU,90,7,..
TADEVOSYAN,90,7,..
BELDEAN,90,6,..
NEDA,90,6,..
PAIU,90,6,..
GIURGIUVEANU,90,5,..
BABUT,90,..,..
BOUJTAT,90,..,..
CHETAN,90,..,..
CHIREA,90,..,..
COCAN,90,..,..
COJOC,90,..,..
CONSTANDACHE,90,..,..
DUMEA,90,..,..
GRIGORIE,90,..,..
MALUTAN,90,..,..
PINZARU,90,..,..
PISICA,90,..,..
TUDOSA,90,..,..
USURELU,90,..,..
WOUTERS,90,..,..
LAMPEREZ,89,140,..
ARREA,89,133,..
DA SILVEIRA,89,130,..
ALARI,89,124,..
UJALDON,89,122,..
BEAIN,89,119,..
DANUS,89,119,..
ELEGIDO,89,119,..
LANDAJO,89,119,..
DEBLAS,89,117,..
GAUTE,89,115,..
ESTABEN,89,114,..
DOMINE,89,111,..
UREA,89,110,..
QUINTUÑA,89,108,8
GUBIANAS,89,108,..
ALMAGUER,89,106,..
CHISCANO,89,106,..
FONTECILLA,89,106,..
GREGO,89,105,..
GUERRON,89,105,..
PICADIZO,89,105,..
RUIZ CANALES,89,105,..
AMIEL,89,104,..
LLORIAN,89,102,..
CHIL,89,99,..
CUNALATA,89,99,..
SINDIN,89,99,..
PULLAGUARI,89,98,..
DE LA VERA,89,97,..
MASCO,89,97,..
ZAZURCA,89,97,..
HINESTROZA,89,96,5
GOMENDIO,89,96,..
PEIRET,89,96,..
LABUENA,89,95,..
CHAICHIO,89,94,..
DONDARZA,89,93,..
LABAILA,89,93,..
RAME,89,93,..
ORDEJON,89,92,..
GARCIA LARGO,89,91,..
MINTEGUIA,89,91,..
VIÑO,89,91,..
VALLALTA,89,90,..
CANTARIÑO,89,89,..
COLETAS,89,89,..
RUIZ DE OCENDA,89,89,..
PANS,89,88,..
VIALA,89,88,..
ESTANCONA,89,87,..
LLIVINA,89,87,..
PERAFERRER,89,87,..
SIDAHMED,89,87,..
SALSAS,89,86,..
ARNAUDA,89,85,..
MIESES,89,85,..
MAUDO,89,84,..
ANOS,89,83,..
DE VALLES,89,83,..
FONTGIVELL,89,83,..
YLLANA,89,83,..
BADET,89,82,..
FORRAT,89,82,..
MEJORADA,89,81,..
CANDAMIL,89,80,..
LAJOS,89,80,..
MITOGO,89,80,..
CORNEY,89,79,..
BARIOS,89,78,..
CASTAÑEIRAS,89,78,..
DAQUILEMA,89,78,..
DIAZ GALIANO,89,78,..
LLENSA,89,78,..
MACHERO,89,77,..
GARCIA DE GARAYO,89,76,..
DE GALDO,89,75,..
FABRI,89,75,..
RANCHO,89,75,..
SANCHEZ PACHECO,89,75,..
ARACO,89,74,..
LIDO,89,74,..
WENCESLAO,89,74,..
DEL ESPINO,89,73,..
NOLL,89,73,..
RUBIOL,89,73,..
CAMONS,89,72,..
ITZA,89,71,..
REBASA,89,71,..
MARSE,89,70,..
OMISTE,89,70,..
PRADAL,89,70,..
MOLINETE,89,68,..
ALELU,89,67,..
CARCELERO,89,67,..
PERAILES,89,67,..
PRATO,89,67,..
CALVELLIDO,89,66,..
MAÑOSAS,89,66,..
SAN LEON,89,66,..
DIL,89,65,..
SANCHEZ OSORIO,89,65,..
COLOGAN,89,64,..
MASSANEDA,89,63,..
LUAÑA,89,62,..
FERNANDEZ DEL VISO,89,61,..
MALLARIN,89,61,..
VOTO,89,60,..
CARROQUINO,89,58,..
BOMBI,89,56,..
LONCA,89,56,..
MADURO,89,55,..
MEDAN,89,55,..
SEBARES,89,55,..
ANDOLLO,89,54,..
SAYAGUES,89,52,..
MADAN,89,51,..
SIME,89,50,..
LAAMARTI,89,49,..
LIGER,89,49,..
SARGHINI,89,48,..
PILLIZA,89,45,8
BIZKARRA,89,45,..
AHECHU,89,44,..
LAPASTORA,89,44,..
PICCHI,89,40,..
SARTORI,89,38,..
SHERIDAN,89,38,..
RABI,89,33,..
SPINA,89,33,..
CORSI,89,32,..
ROOS,89,32,..
EL AZRAK,89,31,..
BOUZAKRI,89,30,..
JAEGER,89,29,..
CHIKH,89,28,..
HANSSON,89,28,..
BAKKAR,89,27,..
TACHFINT,89,26,8
BOUCHIHA,89,26,..
BOUKHBIZA,89,26,..
HODGE,89,26,..
YOON,89,26,..
BARAGI,89,25,13
JACQUES,89,25,..
MANTOVANI,89,24,..
BOUHALI,89,23,..
WILLIAM,89,23,..
ZOUGAGH,89,22,..
BOUZAGOU,89,21,5
BOUNOU,89,21,..
OSARO,89,21,..
CHUKWU,89,20,6
BEER,89,20,..
EL MOUJAHID,89,20,..
EGAN,89,19,..
MARKOVIC,89,19,..
ZIELINSKA,89,19,..
ZIELINSKI,89,19,..
BLAIR,89,17,..
MANCUSO,89,17,..
MAROUANE,89,17,..
SCHINDLER,89,16,..
EL AMRITI,89,15,..
HARCHAOUI,89,14,..
LEVCHENKO,89,14,..
BOURHAYAL,89,13,..
